"","strain_original","accession","authors","institution","date"
"841","MPXV_USA_2022_MA0076","OP890432","Doucette,M., Gagne,L., Smole,S.C.","Massachusetts State Public Health Laboratory, DPH","2022-XX-XX"
"842","MPXV_USA_2022_NC0013","OQ320503","Gigante,C., Pettit,D., Zhao,H., Batra,D., Hetrick,E., Howard,D., Kovar,L., Seabolt,M., Morrison,S., Desch,M., Knipe,K., Weigand,M., Sheth,M., Burgin,A., Burroughs,M., Lee,J., Wilkins,K., McCollum,A., Hutson,C., Davidson,W., Rao,A., Deutsch-Feldman,M., Li,Y.","CDC, DHCPP-PRB","2022-09-XX"
"843","NY-NYCPHL-000180","OQ468820","Wang,J.C., Amin,H.S., Clabby,T.T., Taki,F., Su,M., Rahat,A., De La Cruz,N., Olsen,A., Thi,C., Silver,S., Akther,S., Chowdhury,M., Omoregie,E., Hughes,S.","NYC Department of Health and Mental Hygiene, Public Health Laboratory","2022-06-30"
"844","MPXV_USA_2022_IL001","ON959131","Gigante,C.M., Ghinai,I., Seabolt,M.H., Zhao,H., Wilkins,K., Respress,J., Howard,D., Batra,D., McCollum,A., Hutson,C., Davidson,W., Rao,A., Kerins,J., Li,Y.","Centers for Disease Control and Prevention, Division of High-Consequence Pathogens and Pathology","2022-05-XX"
"845","MPXV/Human/USA/CA-LACPHL-MA00404/2023","OQ503827","Hemarajata,P., Green,N.M., Garrigues,J.M.","Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health","2023-01-10"
"846","Monkeypox/PT0042/2022","ON843180","Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.","","2022-06-03"
"847","CVR_MPXV1d","ON808416","Filipe,A., Tong,L., Vattipally,S.B., Maclean,A., Gunson,R., Holden,M.T.G., Barr,D., Ho,A., Palmarini,M., Rambaut,A., Robertson,D.L., Thomson,E.C.","","2022-05-15"
"848","Monkeypox/PT0380/2022","OP555476","Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.","National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases","2022-07-13"
"849","NY-NYCPHL-000203","OQ469169","Clabby,T.T., Amin,H.S., Wang,J.C., Taki,F., Su,M., Rahat,A., De La Cruz,N., Olsen,A., Thi,C., Silver,S., Akther,S., Chowdhury,M., Omoregie,E., Hughes,S.","NYC Department of Health and Mental Hygiene, Public Health Laboratory","2022-07-01"
"850","NY-NYCPHL-000174","OQ468817","Wang,J.C., Amin,H.S., Clabby,T.T., Taki,F., Su,M., Rahat,A., De La Cruz,N., Olsen,A., Thi,C., Silver,S., Akther,S., Chowdhury,M., Omoregie,E., Hughes,S.","NYC Department of Health and Mental Hygiene, Public Health Laboratory","2022-06-27"
"851","MPXV/Germany/2022/RKI631","OQ159026","Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.","Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses","2022-10-XX"
"852","MpxV/human/CAN/UN-NML-3100/2022","ON880526","Duggan,A., Hole,D., Knox,N., Yadav,C., Haidl,E., Chapel,M., Domselaar,G.V., Fernando,L., Graham,M., Antonation,K., Audet,J., Hagan,M., Safronetz,D., Leung,A., Peters,G., Go,A., Laminman,V., Kaplen,B., Jolly,G., Charest,H., Levade,I., Fafard,J.","National Microbiology Laboratory, Public Health Agency of Canada","2022-05-27"
"853","LIM-INS-018","OP320551","Padilla,C., Silva,I., Hurtado,V., Jimenez,V., Barcena,L., Lope,P., Arotinco,G.","Instituto Nacional de Salud Peru, Laboratorio de Biotecnologia y Biologia Molecular","2022-07-09"
"854","MPX/PT0084/2022","OP245335","Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.","National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases","2022-07-22"
"855","9000220_NCPV_1703","OP394229","Burton,J., Easterbrook,L., Drinkwater,E., Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D., Pullan,S.T., Myers,R., Vipond,R., Chand,M.","UKHSA, Research and Evaluation","2022-05-14"
"856","NY-NYCPHL-001165","OQ469306","Clabby,T.T., Amin,H.S., Wang,J.C., Taki,F., Su,M., Rahat,A., De La Cruz,N., Olsen,A., Thi,C., Silver,S., Akther,S., Chowdhury,M., Omoregie,E., Hughes,S.","NYC Department of Health and Mental Hygiene, Public Health Laboratory","2022-07-27"
"857","NY-NYCPHL-000269","OQ469067","Clabby,T.T., Amin,H.S., Wang,J.C., Taki,F., Su,M., Rahat,A., De La Cruz,N., Olsen,A., Thi,C., Silver,S., Akther,S., Chowdhury,M., Omoregie,E., Hughes,S.","NYC Department of Health and Mental Hygiene, Public Health Laboratory","2022-08-02"
"858","MPXV/Germany/2022/RKI531","OP689684","Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.","Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses","2022-07-XX"
"859","MPXV/Human/USA/CA-LACPHL-MA00451/2022","OQ503785","Hemarajata,P., Green,N.M., Garrigues,J.M.","Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health","2022-10-11"
"860","NY-NYCPHL-001133","OQ468592","Clabby,T.T., Amin,H.S., Wang,J.C., Taki,F., Su,M., Rahat,A., De La Cruz,N., Olsen,A., Thi,C., Silver,S., Akther,S., Chowdhury,M., Omoregie,E., Hughes,S.","NYC Department of Health and Mental Hygiene, Public Health Laboratory","2022-07-06"
"861","MPXV/Germany/2022/ON/RKI652","OQ159047","Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.","Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses","2022-08-XX"
"862","MPXV/Germany/2022/ON/RKI663","OQ274882","Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.","Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses","2022-05-XX"
"863","NY-NYCPHL-000927","OQ468689","Amin,H.S., Clabby,T.T., Wang,J.C., Taki,F., Su,M., Rahat,A., De La Cruz,N., Olsen,A., Thi,C., Silver,S., Akther,S., Chowdhury,M., Omoregie,E., Hughes,S.","NYC Department of Health and Mental Hygiene, Public Health Laboratory","2022-07-06"
"864","hMPX/Human/USA/CA-LACPHL-MA00009/2022","OP440582","Hemarajata,P., Green,N.M.","Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health","2022-07-22"
"865","MPX/Human/USA/CA-LACPHL-MA00121/2022","OP539906","Hemarajata,P., Green,N.M., Garrigues,J.M.","Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health","2022-09-12"
"866","NY-NYCPHL-000762","OQ468646","Amin,H.S., Clabby,T.T., Wang,J.C., Taki,F., Su,M., Rahat,A., De La Cruz,N., Olsen,A., Thi,C., Silver,S., Akther,S., Chowdhury,M., Omoregie,E., Hughes,S.","NYC Department of Health and Mental Hygiene, Public Health Laboratory","2022-07-11"
"867","MPXV/Human/USA/CA-LACPHL-MA00453/2022","OQ503787","Hemarajata,P., Green,N.M., Garrigues,J.M.","Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health","2022-10-14"
"868","MPX/Human/USA/CA-LACPHL-MA00130/2022","OP539915","Hemarajata,P., Green,N.M., Garrigues,J.M.","Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health","2022-09-09"
"869","Monkeypox/PT0527/2022","OP555598","Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.","National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases","2022-08-19"
"870","MN-MDH-MPXV_0008","OP597782","Plumb,M.R.","Minnesota Department of Health","2022-07-05"
"871","NY-NYCPHL-001004","OQ468556","Clabby,T.T., Amin,H.S., Wang,J.C., Taki,F., Su,M., Rahat,A., De La Cruz,N., Olsen,A., Thi,C., Silver,S., Akther,S., Chowdhury,M., Omoregie,E., Hughes,S.","NYC Department of Health and Mental Hygiene, Public Health Laboratory","2022-07-11"
"872","MPX_K1dQNt_9000225","OP415201","Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.","UKHSA, Research and Evaluation","2022-07-XX"
"873","MPXV/Germany/2022/RKI422","OP594186","Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.","Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses","2022-09-XX"
"874","MPXV_USA_2022_CA0035","OP604533","Gigante,C.M., Ventura,J., Zhao,H., Batra,D., Hetrick,E.E., Howard,D.T., Kovar,L., Seabolt,M.H., Knipe,K., Burroughs,S., Lee,J., Wilkins,K., McCollum,A., Hutson,C., Davidson,W., Rao,A., Nash,J., Li,Y.","CDC, DHCPP-PRB","2022-06-XX"
"875","MPXV_USA_2022_MA0118","OP890471","Doucette,M., Gagne,L., Smole,S.C.","Massachusetts State Public Health Laboratory, DPH","2022-XX-XX"
"876","MPXV_UK_2022_9000150","OP205113","Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.","UKHSA, Research and Evaluation","2022-06-16"
"877","MPXV_USA_2022_MA0044","OP890402","Doucette,M., Gagne,L., Smole,S.C.","Massachusetts State Public Health Laboratory, DPH","2022-XX-XX"
"878","Monkeypox/PT0179/2022","OP324494","Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.","National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases","2022-06-30"
"879","Monkeypox virus/Human/USA/CA-LACPHL-MA00227/2022","OP680505","Hemarajata,P., Green,N.M., Garrigues,J.M.","Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health","2022-10-03"
"880","MPXV/Spain/HUNSC_ITER_0001a/2022","ON782054","Alcoba-Florez,J., Munoz-Barrera,A., Ciuffreda,L., Rodriguez-Perez,H., Rubio-Rodriguez,L.A., Gil-Campesino,H., Garcia-Martinez de Artola,D., Inigo-Campos,A., Diez-Gil,O., Gonzalez-Montelongo,R., Valenzuela-Fernandez,A., Lorenzo-Salazar,J.M., Flores,C.","","2022-05-31"
"881","NY-NYCPHL-000410","OQ504432","Wang,J.C., Amin,H.S., Clabby,T.T., Taki,F., Su,M., Rahat,A., De La Cruz,N., Olsen,A., Thi,C., Silver,S., Akther,S., Chowdhury,M., Omoregie,E., Hughes,S.","NYC Department of Health and Mental Hygiene, Public Health Laboratory","2022-08-26"
"882","NY-NYCPHL-000865","OQ419074","Wang,J.C., Amin,H.S., Clabby,T.T., Taki,F., Su,M., Rahat,A., De La Cruz,N., Olsen,A., Thi,C., Silver,S., Akther,S., Chowdhury,M., Omoregie,E., Hughes,S.","NYC Department of Health and Mental Hygiene, Public Health Laboratory","2022-07-07"
"883","MPXV/Germany/2022/RKI238","OP215262","Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.","Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses","2022-08-XX"
"884","hMPX/Human/USA/CA-LACPHL-MA00032/2022","OP440541","Hemarajata,P., Green,N.M.","Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health","2022-07-27"
"885","MPXV_USA_2022_UT0006","OQ427128","Gigante,C., Murray,J., Zhao,H., Batra,D., Hetrick,E., Howard,D., Kovar,L., Seabolt,M., Knipe,K., Burroughs,M.S., Lee,J., Wilkins,K., McCollum,A., Hutson,C., Davidson,W., Rao,A., Atkinson,A., Li,Y.","CDC, DHCPP-PRB","2022-09-XX"
"886","MPXV/Germany/2022/ON/RKI738","OQ547765","Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.","Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses","2022-08-XX"
"887","MPXV_USA_2022_NM0002","OP752109","Gigante,C.M., Fisher,S., Zhao,H., Batra,D., Hetrick,E.E., Howard,D.T., Kovar,L., Seabolt,M.H., Morrison,S.S., Desch,M., Knipe,K., Weigand,M.R., Sheth,M., Burgin,A., Burroughs,M., Lee,J., Wilkins,K., McCollum,A., Hutson,C., Davidson,W., Rao,A., Siebert,M., Li,Y.","CDC, DHCPP-PRB","2022-07-XX"
"888","MPXV/Human/USA/UT-UPHL-82200023/2022","OP743358","Iverson,T., Oakeson,K.F., Young,E.L., Wagner,J., Hergert,J.","Utah Public Health Laboratory","2022-05-21"
"889","MPXV/Germany/2022/ON/RKI635","OQ159030","Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.","Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses","2022-08-XX"
"890","MpxV/human/CAN/UN-NML-3686/2022","ON983165","Duggan,A., Hole,D., Yadav,C., Knox,N., Haidl,E., Chapel,M., Domselaar,G.V., Fernando,L., Graham,M., Antonation,K., Audet,J., Hagan,M., Safronetz,D., Leung,A., Peters,G., Go,A., Laminman,V., Kaplen,B., Jolly,G., Marchand-Austin,A., Eshaghi,A., Patel,S.N., Hasso,M., Gubbay,J.B., Olsha,R.","National Microbiology Laboratory, Public Health Agency of Canada","2022-06-14"
"891","NY-NYCPHL-001014","OQ469219","Clabby,T.T., Amin,H.S., Wang,J.C., Taki,F., Su,M., Rahat,A., De La Cruz,N., Olsen,A., Thi,C., Silver,S., Akther,S., Chowdhury,M., Omoregie,E., Hughes,S.","NYC Department of Health and Mental Hygiene, Public Health Laboratory","2022-07-06"
"892","NY-NYCPHL-000413","OQ468501","Wang,J.C., Amin,H.S., Clabby,T.T., Taki,F., Su,M., Rahat,A., De La Cruz,N., Olsen,A., Thi,C., Silver,S., Akther,S., Chowdhury,M., Omoregie,E., Hughes,S.","NYC Department of Health and Mental Hygiene, Public Health Laboratory","2022-08-30"
"893","Monkeypox virus/Human/USA/CA-LACPHL-MA00397/2023","OQ331006","Hemarajata,P., Green,N.M., Garrigues,J.M.","Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health","2023-01-03"
"894","MpxV/human/USA/WA-UW-089266/2022","OP310042","Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L.","UW Virology, Laboratory Medicine","2022-08-XX"
"895","NY-NYCPHL-000296","OQ468862","Wang,J.C., Amin,H.S., Clabby,T.T., Taki,F., Su,M., Rahat,A., De La Cruz,N., Olsen,A., Thi,C., Silver,S., Akther,S., Chowdhury,M., Omoregie,E., Hughes,S.","NYC Department of Health and Mental Hygiene, Public Health Laboratory","2022-08-04"
"896","MPX_cmjxZM_9000205","OP415186","Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.","UKHSA, Research and Evaluation","2022-06-XX"
"897","NY-NYCPHL-000745","OQ468781","Wang,J.C., Amin,H.S., Clabby,T.T., Taki,F., Su,M., Rahat,A., De La Cruz,N., Olsen,A., Thi,C., Silver,S., Akther,S., Chowdhury,M., Omoregie,E., Hughes,S.","NYC Department of Health and Mental Hygiene, Public Health Laboratory","2022-10-19"
"898","MPXV/Germany/2022/RKI169","OP018588","Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Jessen,H., Schaade,L., Nitsche,A.","Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses","2022-07-XX"
"899","NY-NYCPHL-000673","OQ468624","Amin,H.S., Clabby,T.T., Wang,J.C., Taki,F., Su,M., Rahat,A., De La Cruz,N., Olsen,A., Thi,C., Silver,S., Akther,S., Chowdhury,M., Omoregie,E., Hughes,S.","NYC Department of Health and Mental Hygiene, Public Health Laboratory","2022-07-18"
"900","NY-NYCPHL-000010","OQ469014","Clabby,T.T., Amin,H.S., Wang,J.C., Taki,F., Su,M., Rahat,A., De La Cruz,N., Olsen,A., Thi,C., Silver,S., Akther,S., Chowdhury,M., Omoregie,E., Hughes,S.","NYC Department of Health and Mental Hygiene, Public Health Laboratory","2022-07-25"
"901","NY-NYCPHL-000069","OQ469027","Clabby,T.T., Amin,H.S., Wang,J.C., Taki,F., Su,M., Rahat,A., De La Cruz,N., Olsen,A., Thi,C., Silver,S., Akther,S., Chowdhury,M., Omoregie,E., Hughes,S.","NYC Department of Health and Mental Hygiene, Public Health Laboratory","2022-06-14"
"902","ANT-LDSP-ANT-MPX-24812-L","OP642382","Betancur,I.I.B., Velarde-Hoyos,C.-A.C.V., Gomez,R.R.G., Mercado-Reyes,M.M.R.","Laboratorio Departamental de Salud Publica de Antioquia, Antioquia","2022-09-09"
"903","ANT-LDSP-ANT-MPX-24945C","OP642400","Betancur,I.I.B., Velarde-Hoyos,C.-A.C.V., Gomez,R.R.G., Mercado-Reyes,M.M.R.","Laboratorio Departamental de Salud Publica de Antioquia, Antioquia","2022-09-12"
"904","hMPX/Human/USA/CA-LACPHL-MA00041/2022","OP440534","Hemarajata,P., Green,N.M.","Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health","2022-07-21"
"905","hMpxV/USA/CA-CDPH-1000060/2022","OQ121014","Probert,W., Espinosa,A., Kath,C., Haw,M., Bell,J., Hacker,J.","CDPH, VRDL","2022-08-08"
"906","ANT-LDSP-ANT-MPX-25507E","OP642420","Betancur,I.I.B., Velarde-Hoyos,C.-A.C.V., Gomez,R.R.G., Mercado-Reyes,M.M.R.","Laboratorio Departamental de Salud Publica de Antioquia, Antioquia","2022-09-14"
"907","NY-NYCPHL-000219","OQ469052","Clabby,T.T., Amin,H.S., Wang,J.C., Taki,F., Su,M., Rahat,A., De La Cruz,N., Olsen,A., Thi,C., Silver,S., Akther,S., Chowdhury,M., Omoregie,E., Hughes,S.","NYC Department of Health and Mental Hygiene, Public Health Laboratory","2022-07-03"
"908","MpxV/human/USA/WA-UW-089836/2022","OP310062","Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L.","UW Virology, Laboratory Medicine","2022-08-XX"
"909","MpxV/human/USA/WA-UW-082786/2022","OP650027","Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L.","UW Virology, Laboratory Medicine","2022-08-XX"
"910","MPXV/Germany/2022/RKI358","OP484679","Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.","Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses","2022-09-XX"
"911","MPX/PT0070/2022","OP245324","Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.","National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases","2022-07-26"
"912","MPXV_USA_2022_MA0046","OP890404","Doucette,M., Gagne,L., Smole,S.C.","Massachusetts State Public Health Laboratory, DPH","2022-XX-XX"
"913","NY-NYCPHL-000268","OQ468848","Wang,J.C., Amin,H.S., Clabby,T.T., Taki,F., Su,M., Rahat,A., De La Cruz,N., Olsen,A., Thi,C., Silver,S., Akther,S., Chowdhury,M., Omoregie,E., Hughes,S.","NYC Department of Health and Mental Hygiene, Public Health Laboratory","2022-08-02"
"914","NY-NYCPHL-000675","OQ469213","Clabby,T.T., Amin,H.S., Wang,J.C., Taki,F., Su,M., Rahat,A., De La Cruz,N., Olsen,A., Thi,C., Silver,S., Akther,S., Chowdhury,M., Omoregie,E., Hughes,S.","NYC Department of Health and Mental Hygiene, Public Health Laboratory","2022-07-18"
"915","hMPX/Human/USA/CA-LACPHL-MA00012/2022","OP440585","Hemarajata,P., Green,N.M.","Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health","2022-07-20"
"916","MPXV/Germany/2022/ON/RKI739","OQ547766","Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.","Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses","2022-08-XX"
"917","MPXV_UK_2022_9000194","OP331338","Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.","UKHSA, Research and Evaluation","2022-07-04"
"918","MPXV/Germany/2022/RKI549","OP715829","Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.","Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses","2022-06-XX"
"919","MPX/PT0085/2022","OP245336","Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.","National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases","2022-07-21"
"920","MPXV/Germany/2022/ON/RKI748","OQ547775","Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.","Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses","2022-08-XX"
"921","NY-NYCPHL-000786","OQ468798","Wang,J.C., Amin,H.S., Clabby,T.T., Taki,F., Su,M., Rahat,A., De La Cruz,N., Olsen,A., Thi,C., Silver,S., Akther,S., Chowdhury,M., Omoregie,E., Hughes,S.","NYC Department of Health and Mental Hygiene, Public Health Laboratory","2022-07-12"
"922","Slovenia-MPXV-18-2022","OP605560","Zakotnik,S., Vlaj,D., Suljic,A., Zorec,T.M., Korva,M., Poljak,M., Avsic Zupanc,T.","Institute of Microbiology and Immunology, Faculty of Medicine, University of Ljubljana, Laboratory for Diagnostics of Zoonoses and WHO Centre","2022-07-XX"
"923","NY-NYCPHL-000438","OQ468989","Clabby,T.T., Amin,H.S., Wang,J.C., Taki,F., Su,M., Rahat,A., De La Cruz,N., Olsen,A., Thi,C., Silver,S., Akther,S., Chowdhury,M., Omoregie,E., Hughes,S.","NYC Department of Health and Mental Hygiene, Public Health Laboratory","2022-07-20"
"924","MPXV/Germany/2022/RKI588","OP837350","Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.","Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses","2022-06-XX"
"925","MPXV_USA_2022_NY0035","OP752113","Gigante,C.M., Ruiz,V., Zhao,H., Batra,D., Hetrick,E.E., Howard,D.T., Kovar,L., Seabolt,M.H., Morrison,S.S., Desch,M., Knipe,K., Weigand,M.R., Sheth,M., Burgin,A., Burroughs,M., Lee,J., Wilkins,K., McCollum,A., Hutson,C., Davidson,W., Rao,A., Wang,J., Li,Y.","CDC, DHCPP-PRB","2022-07-XX"
