	strain	accession	genbank_accession_rev	strain_original	date	region	country	division	location	host	date_submitted	sra_accession	abbr_authors	reverse	clade	outbreak	lineage	coverage	missing_data	divergence	nonACGTN	QC_missing_data	QC_mixed_sites	QC_rare_mutations	QC_frame_shifts	QC_stop_codons	frame_shifts	is_reverse_complement	authors	institution	region_coarse
185	OP580155	OP580155	OP580155.1	MPXV/Human/USA/CA-CDPH-MPX000007/2022	2022-06-21	North America	USA			Homo sapiens	2022-10-04		Probert et al		IIb	hMPXV-1	B.1	0.9985091958277766	294.0	604.0	0.0	good	good	good	good	good		False	Probert,W., Espinosa,A., Kath,C., Haw,M., O'Neil,R., Bell,J., Hacker,J.	CDPH, VRDL	North America
186	OP536683	OP536683	OP536683.1	MPXV-USA-IL-IDPH-022	2022-06-01	North America	USA	Illinois		Homo sapiens	2022-09-27		Gagnon et al		IIb	hMPXV-1	B.1	0.9974494064672504	404.0	606.0	0.0	good	good	good	good	good		False	Gagnon,K.T.	Southern Illinois University, Molecular Biology, Microbiology, and Biochemistry	North America
187	OP303791	OP303791	OP303791.1	MPXV_USA_2022_NE0001	2022-06-XX	North America	USA	Nebraska		Homo sapiens	2022-08-26	SRR21676854	Gigante et al		IIb	hMPXV-1	B.1.12	0.9997920987378872	41.0	612.0	0.0	good	good	good	good	good		False	Gigante,C.M., Iwen,P.C., Zhao,H., Batra,D., Hetrick,E.E., Howard,D.T., Kovar,L., Seabolt,M.H., Weigand,M.R., Burroughs,M.S., Lee,J., Wilkins,K., McCollum,A., Hutson,C., Davidson,W., Rao,A., Donahue,M., Li,Y.	CDC, DHCPP-PRB	North America
188	OP303797	OP303797	OP303797.1	MPXV_USA_2022_VA0003	2022-06-XX	North America	USA	Virginia		Homo sapiens	2022-08-26	SRR21676857	Gigante et al		IIb	hMPXV-1	B.1	0.9998022402628683	39.0	605.0	0.0	good	good	good	good	good		False	Gigante,C.M., Griffin-Thomas,L., Zhao,H., Batra,D., Hetrick,E.E., Howard,D.T., Kovar,L., Seabolt,M.H., Weigand,M.R., Burroughs,M.S., Lee,J., Wilkins,K., McCollum,A., Hutson,C., Davidson,W., Rao,A., Crain,J., Li,Y.	CDC, DHCPP-PRB	North America
189	OP451004	OP451004	OP451004.1	MPXV_USA_2022_MN0005	2022-06-XX	North America	USA	Minnesota		Homo sapiens	2022-09-16	SRR21677015	Gigante et al		IIb	hMPXV-1	B.1	0.9997920987378872	41.0	605.0	0.0	good	good	good	good	good		False	Gigante,C.M., Wang,X., Zhao,H., Batra,D., Hetrick,E.E., Howard,D.T., Kovar,L., Seabolt,M.H., Weigand,M.R., Burroughs,M., Lee,J., Wilkins,K., McCollum,A., Hutson,C., Davidson,W., Rao,A., Ostadkar,R., Li,Y.	CDC, DHCPP-PRB	North America
190	OP303790	OP303790	OP303790.1	MPXV_USA_2022_IL0044	2022-06-XX	North America	USA	Illinois		Homo sapiens	2022-08-26	SRR21676856	Gigante et al		IIb	hMPXV-1	B.1.7	0.9998022402628683	39.0	605.0	0.0	good	good	good	good	good		False	Gigante,C.M., Ghinai,I., Zhao,H., Batra,D., Hetrick,E.E., Howard,D.T., Kovar,L., Seabolt,M.H., Weigand,M.R., Burroughs,M.S., Lee,J., Wilkins,K., McCollum,A., Hutson,C., Davidson,W., Rao,A., Kerins,J., Li,Y.	CDC, DHCPP-PRB	North America
191	OP597780	OP597780	OP597780.1	MN-MDH-MPXV_0006	2022-06-29	North America	USA	Minnesota		Homo sapiens	2022-10-07		Plumb et al		IIb	hMPXV-1	B.1	0.9649407481402978	5359.0	586.0	0.0	good	good	good	good	good		False	Plumb,M.R.	Minnesota Department of Health	North America
192	OP536727	OP536727	OP536727.2	MPXV-USA-IL-IDPH-066	2022-06-28	North America	USA	Illinois		Homo sapiens	2022-09-27		Gagnon et al		IIb	hMPXV-1	B.1	0.9862480921256128	2614.0	601.0	0.0	good	good	good	good	good		False	Gagnon,K.T.	Southern Illinois University, Molecular Biology, Microbiology, and Biochemistry	North America
193	OP019276	OP019276	OP019276.1	hMPXV/Austria/MUW1527495/2022	2022-06-21	Europe	Austria			Homo sapiens	2022-07-19		Camp et al		IIb	hMPXV-1	B.1.1	1.0	0.0	608.0	0.0	good	good	good	good	good		False	Camp,J.V., Redlberger-Fritz,M., Aberle,S.W.	Medical University of Vienna, Center for Virology	Western Europe
194	OP019275	OP019275	OP019275.1	hMPXV/Austria/MUW1525179/2022	2022-06-10	Europe	Austria			Homo sapiens	2022-07-19		Camp et al		IIb	hMPXV-1	B.1	0.9996095512882271	77.0	608.0	0.0	good	good	good	good	good		False	Camp,J.V., Redlberger-Fritz,M., Aberle,S.W.	Medical University of Vienna, Center for Virology	Western Europe
195	OP133006	OP133006	OP133006.1	hMPXV/Austria/MUW1532243/2022	2022-07-06	Europe	Austria			Homo sapiens	2022-08-03		Camp et al		IIb	hMPXV-1	B.1	1.0	0.0	608.0	0.0	good	good	good	good	good	OPG044:149-150	False	Camp,J.V., Redlberger-Fritz,M., Aberle,S.W.	Medical University of Vienna, Center for Virology	Western Europe
196	OP133007	OP133007	OP133007.1	hMPXV/Austria/MUW1536480/2022	2022-07-22	Europe	Austria			Homo sapiens	2022-08-03		Camp et al		IIb	hMPXV-1	B.1	1.0	0.0	607.0	0.0	good	good	good	good	good	OPG044:149-150	False	Camp,J.V., Redlberger-Fritz,M., Aberle,S.W.	Medical University of Vienna, Center for Virology	Western Europe
197	OP133005	OP133005	OP133005.1	hMPXV/Austria/MUW1531848/2022	2022-07-05	Europe	Austria			Homo sapiens	2022-08-03		Camp et al		IIb	hMPXV-1	B.1	1.0	0.0	607.0	0.0	good	good	good	good	good	OPG044:149-150	False	Camp,J.V., Redlberger-Fritz,M., Aberle,S.W.	Medical University of Vienna, Center for Virology	Western Europe
198	OP133004	OP133004	OP133004.1	hMPXV/Austria/MUW1533374/2022	2022-07-11	Europe	Austria			Homo sapiens	2022-08-03		Camp et al		IIb	hMPXV-1	B.1	1.0	0.0	608.0	0.0	good	good	good	good	good	OPG044:149-150	False	Camp,J.V., Redlberger-Fritz,M., Aberle,S.W.	Medical University of Vienna, Center for Virology	Western Europe
199	OP019277	OP019277	OP019277.1	hMPXV/Austria/MUW1531254/2022	2022-07-04	Europe	Austria			Homo sapiens	2022-07-19		Camp et al		IIb	hMPXV-1	B.1	1.0	0.0	609.0	0.0	good	good	good	good	good		False	Camp,J.V., Redlberger-Fritz,M., Aberle,S.W.	Medical University of Vienna, Center for Virology	Western Europe
200	OP422340	OP422340	OP422340.1	hMPXV/Austria/MUW1533948/2022	2022-07-13	Europe	Austria			Homo sapiens	2022-09-13		Camp et al		IIb	hMPXV-1	B.1	1.0	0.0	607.0	0.0	good	good	good	good	good		False	Camp,J.V., Redlberger-Fritz,M., Aberle,S.W.	Medical University of Vienna, Center for Virology	Western Europe
201	OP440554	OP440554	OP440554.1	hMPX/Human/USA/CA-LACPHL-MA00058/2022	2022-07-26	North America	USA			Homo sapiens	2022-09-15		Hemarajata et al		IIb	hMPXV-1	B.1.2	0.9895998661318702	503.0	604.0	0.0	good	good	good	good	good		False	Hemarajata,P., Green,N.M.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health	North America
202	OP687939	OP687939	OP687939.1	MPXV_USA_2022_NY0029	2022-07-XX	North America	USA	New York		Homo sapiens	2022-10-20	SRR21970961	Gigante et al		IIb	hMPXV-1	B.1.7	0.9997363203504912	52.0	609.0	0.0	good	good	good	good	good		False	Gigante,C.M., Ruiz,V., Zhao,H., Batra,D., Hetrick,E.E., Howard,D.T., Kovar,L., Morrison,S.S., Seabolt,M.H., Weigand,M.R., Knipe,K., Sheth,M., Burgin,A., Burroughs,M., Lee,J., Wilkins,K., McCollum,A., Hutson,C., Davidson,W., Rao,A., Wang,J., Li,Y.	CDC, DHCPP-PRB	North America
203	OP743360	OP743360	OP743360.1	MPXV/Human/USA/UT-UPHL-82200060/2024	2022-07-08	North America	USA			Homo sapiens	2022-10-31		Iverson et al		IIb	hMPXV-1	B.1	0.9340851583852664	206.0	553.0	0.0	good	good	good	good	good		False	Iverson,T., Oakeson,K.F., Young,E.L., Wagner,J., Hergert,J.	Utah Public Health Laboratory	North America
204	OP587263	OP587263	OP587263.1	MPXV/Human/USA/CA-CDPH-MPX000042/2022	2022-07-28	North America	USA			Homo sapiens	2022-10-05		Probert et al		IIb	hMPXV-1	B.1.11	0.9669893361864824	4777.0	591.0	0.0	good	good	good	good	good		False	Probert,W., Espinosa,A., Kath,C., Haw,M., O'Neil,R., Bell,J., Hacker,J.	CDPH, VRDL	North America
205	OP879742	OP879742	OP879742.1	NJ-MPXV-024	2022-07-08	North America	USA	New Jersey		Homo sapiens	2022-11-22	SRR22321714	Palmateer et al		IIb	hMPXV-1	B.1.7	0.8455648575876354	24564.0	491.0	0.0	bad	good	good	good	good		False	Palmateer,N.C.	New Jersey Department of Health, Public Health and Environmental Laboratories	North America
206	OP303792	OP303792	OP303792.1	MPXV_USA_2022_NE0002	2022-07-XX	North America	USA	Nebraska		Homo sapiens	2022-08-26	SRR21676852	Gigante et al		IIb	hMPXV-1	B.1.12	0.9997920987378872	41.0	612.0	0.0	good	good	good	good	good		False	Gigante,C.M., Iwen,P.C., Zhao,H., Batra,D., Hetrick,E.E., Howard,D.T., Kovar,L., Seabolt,M.H., Weigand,M.R., Burroughs,M.S., Lee,J., Wilkins,K., McCollum,A., Hutson,C., Davidson,W., Rao,A., Donahue,M., Li,Y.	CDC, DHCPP-PRB	North America
207	OP536675	OP536675	OP536675.2	MPXV-USA-IL-IDPH-014	2022-07-05	North America	USA	Illinois		Homo sapiens	2022-09-27		Gagnon et al		IIb	hMPXV-1	B.1.13	0.9743672956102408	4956.0	595.0	0.0	good	good	good	good	good		False	Gagnon,K.T.	Southern Illinois University, Molecular Biology, Microbiology, and Biochemistry	North America
208	OP722515	OP722515	OP722515.1	MPX/Human/USA/CA-LACPHL-MA00256/2022	2022-07-13	North America	USA			Homo sapiens	2022-10-27		Hemarajata et al		IIb	hMPXV-1	B.1	0.9909639012418298	234.0	599.0	0.0	good	good	good	good	good		False	Hemarajata,P., Green,N.M., Garrigues,J.M.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health	North America
209	OP879758	OP879758	OP879758.1	NJ-MPXV-044	2022-07-21	North America	USA	New Jersey		Homo sapiens	2022-11-22	SRR22321697	Palmateer et al		IIb	hMPXV-1	B.1.12	0.9768722522805754	2320.0	601.0	4.0	good	good	good	good	good		False	Palmateer,N.C.	New Jersey Department of Health, Public Health and Environmental Laboratories	North America
210	OP587248	OP587248	OP587248.1	MPXV/Human/USA/CA-CDPH-MPX000019/2022	2022-07-08	North America	USA			Homo sapiens	2022-10-05		Probert et al		IIb	hMPXV-1	B.1	0.9877338255353456	879.0	599.0	0.0	good	good	good	good	good		False	Probert,W., Espinosa,A., Kath,C., Haw,M., O'Neil,R., Bell,J., Hacker,J.	CDPH, VRDL	North America
211	OP536679	OP536679	OP536679.2	MPXV-USA-IL-IDPH-018	2022-07-07	North America	USA	Illinois		Homo sapiens	2022-09-27		Gagnon et al		IIb	hMPXV-1	B.1.2	0.9899649610311902	1880.0	601.0	0.0	good	good	good	good	good		False	Gagnon,K.T.	Southern Illinois University, Molecular Biology, Microbiology, and Biochemistry	North America
212	OP531895	OP531895	OP531895.1	B969965re	2022-07-18	North America	USA	Kent County	De	Homo sapiens	2022-09-26		Bajwa et al		IIb	hMPXV-1	B.1.10	0.8724500403125618	23596.0	513.0	0.0	bad	good	good	good	good		False	Bajwa,M.I., Miller,H.	Delaware Public Health Lab, Sequencing/Bioinformatics	North America
213	OP536720	OP536720	OP536720.2	MPXV-USA-IL-IDPH-059	2022-07-06	North America	USA	Illinois		Homo sapiens	2022-09-27		Gagnon et al		IIb	hMPXV-1	B.1.13	0.9370971913046564	12306.0	579.0	0.0	mediocre	good	good	good	good		False	Gagnon,K.T.	Southern Illinois University, Molecular Biology, Microbiology, and Biochemistry	North America
214	OP587250	OP587250	OP587250.1	MPXV/Human/USA/CA-CDPH-MPX000021/2022	2022-07-07	North America	USA			Homo sapiens	2022-10-05		Probert et al		IIb	hMPXV-1	B.1	0.9908675567545092	261.0	599.0	0.0	good	good	good	good	good		False	Probert,W., Espinosa,A., Kath,C., Haw,M., O'Neil,R., Bell,J., Hacker,J.	CDPH, VRDL	North America
215	OP722494	OP722494	OP722494.1	MPX/Human/USA/CA-LACPHL-MA00235/2022	2022-07-13	North America	USA			Homo sapiens	2022-10-27		Hemarajata et al		IIb	hMPXV-1	B.1	0.9767606955057831	3037.0	596.0	0.0	good	good	good	good	good	OPG044:146-150	False	Hemarajata,P., Green,N.M., Garrigues,J.M.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health	North America
216	OP144212	OP144212	OP144212.2	MPXV/ITM_pt_16/Belgium/10-Jun-2022	2022-06-10	Europe	Belgium			Homo sapiens	2022-08-04		De Baetselier et al		IIb	hMPXV-1	B.1.3	0.9655847349765984	405.0	582.0	0.0	good	good	good	good	good		False	De Baetselier,I., Van Dijck,C., Kenyon,C., Coppens,J., Smet,H., de Block,T., Coppens,S., Vanroye,F., Bugert,J., Girl,P., Liesenborghs,L., Selhorst,P., Arien,K., den Bossche,D.V., Florence,E., Rezende,A.M., Vercauteren,K., Esbroeck,M.V., Bracke,S., Brosius,I., Soentjens,P.	Institute of Tropica Medicine, Department of Clinical Sciences	Western Europe
217	OP144211	OP144211	OP144211.2	MPXV/ITM_pt_10/Belgium/1-Jun-2022	2022-06-01	Europe	Belgium			Homo sapiens	2022-08-04		De Baetselier et al		IIb	hMPXV-1	B.1	0.9670299022864068	119.0	579.0	0.0	good	good	good	good	good		False	De Baetselier,I., Van Dijck,C., Kenyon,C., Coppens,J., Smet,H., de Block,T., Coppens,S., Vanroye,F., Bugert,J., Girl,P., Liesenborghs,L., Selhorst,P., Arien,K., den Bossche,D.V., Florence,E., Rezende,A.M., Vercauteren,K., Esbroeck,M.V., Bracke,S., Brosius,I., Soentjens,P.	Institute of Tropica Medicine, Department of Clinical Sciences	Western Europe
218	OP144213	OP144213	OP144213.2	MPXV/ITM_pt_24/Belgium/16-Jun-2022	2022-06-16	Europe	Belgium			Homo sapiens	2022-08-04		De Baetselier et al		IIb	hMPXV-1	B.1	0.9642561952040728	666.0	576.0	0.0	good	good	good	good	good		False	De Baetselier,I., Van Dijck,C., Kenyon,C., Coppens,J., Smet,H., de Block,T., Coppens,S., Vanroye,F., Bugert,J., Girl,P., Liesenborghs,L., Selhorst,P., Arien,K., den Bossche,D.V., Florence,E., Rezende,A.M., Vercauteren,K., Esbroeck,M.V., Bracke,S., Brosius,I., Soentjens,P.	Institute of Tropica Medicine, Department of Clinical Sciences	Western Europe
219	OP144214	OP144214	OP144214.2	MPXV/ITM_pt_25/Belgium/16-Jun-2022	2022-06-16	Europe	Belgium			Homo sapiens	2022-08-04		De Baetselier et al		IIb	hMPXV-1	B.1.3	0.9662084387629368	276.0	583.0	0.0	good	good	good	good	good		False	De Baetselier,I., Van Dijck,C., Kenyon,C., Coppens,J., Smet,H., de Block,T., Coppens,S., Vanroye,F., Bugert,J., Girl,P., Liesenborghs,L., Selhorst,P., Arien,K., den Bossche,D.V., Florence,E., Rezende,A.M., Vercauteren,K., Esbroeck,M.V., Bracke,S., Brosius,I., Soentjens,P.	Institute of Tropica Medicine, Department of Clinical Sciences	Western Europe
220	OP144217	OP144217	OP144217.2	MPXV/ITM_pt_09/Belgium/2-Jun-2022	2022-06-02	Europe	Belgium			Homo sapiens	2022-08-04		De Baetselier et al		IIb	hMPXV-1	B.1	0.9631558397436224	885.0	576.0	0.0	good	good	good	good	good		False	De Baetselier,I., Van Dijck,C., Kenyon,C., Coppens,J., Smet,H., de Block,T., Coppens,S., Vanroye,F., Bugert,J., Girl,P., Liesenborghs,L., Selhorst,P., Arien,K., den Bossche,D.V., Florence,E., Rezende,A.M., Vercauteren,K., Esbroeck,M.V., Bracke,S., Brosius,I., Soentjens,P.	Institute of Tropica Medicine, Department of Clinical Sciences	Western Europe
221	OP204840	OP204840	OP204840.1	PatientMPXV	2022-06-10	Europe	France			Homo sapiens	2022-08-23		Seang et al		IIb	hMPXV-1	B.1.7	0.9998783017002266	24.0	609.0	0.0	good	good	good	good	good		False	Seang,S., Burrel,S., Todesco,E., Leducq,V., Monsel,G., Le Pluart,D., Cordevant,C., Pourcher,V., Palich,R., Charpentier,C.	APHP Pitie Salpetriere SU, Virology	Western Europe
222	OP382478	OP382478	OP382478.1	hMPXV-IHU00001	2022-06-13	Europe	France			Homo sapiens	2022-09-07		Colson et al		IIb	hMPXV-1	B.1	0.9999239385626416	15.0	606.0	0.0	good	good	good	good	good		False	Colson,P.	IHU - Mediterranee Infection, MEPHI	Western Europe
223	OP205070	OP205070	OP205070.1	MPXV_UK_2022_9000064	2022-06-06	Europe	United Kingdom			Homo sapiens	2022-08-11		Groves et al		IIb	hMPXV-1	B.1.7	1.0	0.0	606.0	0.0	good	good	good	good	good		False	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	UKHSA, Research and Evaluation	Western Europe
224	OP205071	OP205071	OP205071.1	MPXV_UK_2022_9000065	2022-06-06	Europe	United Kingdom			Homo sapiens	2022-08-11		Groves et al		IIb	hMPXV-1	B.1.7	1.0	0.0	607.0	0.0	good	good	good	good	good		False	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	UKHSA, Research and Evaluation	Western Europe
225	OP390189	OP390189	OP390189.1	hMpxV/UK/LMO-010a/2022	2022-06-21	Europe	United Kingdom	Scotland		Homo sapiens	2022-09-08		McHugh et al		IIb	hMPXV-1	B.1.4	0.988996445395494	617.0	604.0	5.0	good	good	good	good	good		False	McHugh,M.P., Maloney,D., Parker,A., Mathers,K., Dewar,R., Kenicer,J., Cotton,S., Wild,J., Templeton,K.E.	Royal Infirmary of Edinburgh, Viral Genotyping Reference Laboratory	Western Europe
226	OP390192	OP390192	OP390192.1	hMpxV/UK/LMO-023a/2022	2022-06-24	Europe	United Kingdom	Scotland		Homo sapiens	2022-09-08		McHugh et al		IIb	hMPXV-1	B.1.1	0.9677651628475372	5626.0	589.0	25.0	good	mediocre	good	good	good		False	McHugh,M.P., Maloney,D., Parker,A., Mathers,K., Dewar,R., Kenicer,J., Cotton,S., Wild,J., Templeton,K.E.	Royal Infirmary of Edinburgh, Viral Genotyping Reference Laboratory	Western Europe
227	OP205089	OP205089	OP205089.1	MPXV_UK_2022_9000101	2022-06-09	Europe	United Kingdom			Homo sapiens	2022-08-11		Groves et al		IIb	hMPXV-1	B.1.2	1.0	0.0	612.0	0.0	good	good	good	good	good		False	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	UKHSA, Research and Evaluation	Western Europe
228	OP205105	OP205105	OP205105.1	MPXV_UK_2022_9000142	2022-06-15	Europe	United Kingdom			Homo sapiens	2022-08-11		Groves et al		IIb	hMPXV-1	B.1	0.9999949292375094	0.0	607.0	1.0	good	good	good	good	good		False	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	UKHSA, Research and Evaluation	Western Europe
229	OP205112	OP205112	OP205112.1	MPXV_UK_2022_9000149	2022-06-14	Europe	United Kingdom			Homo sapiens	2022-08-11		Groves et al		IIb	hMPXV-1	B.1.2	0.9999797169500376	0.0	608.0	4.0	good	good	good	good	good		False	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	UKHSA, Research and Evaluation	Western Europe
230	OP205068	OP205068	OP205068.1	MPXV_UK_2022_9000062	2022-06-05	Europe	United Kingdom			Homo sapiens	2022-08-11		Groves et al		IIb	hMPXV-1	B.1	1.0	0.0	606.0	0.0	good	good	good	good	good		False	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	UKHSA, Research and Evaluation	Western Europe
231	OP205075	OP205075	OP205075.1	MPXV_UK_2022_9000069	2022-06-11	Europe	United Kingdom			Homo sapiens	2022-08-11		Groves et al		IIb	hMPXV-1	B.1	0.9999949292375094	0.0	605.0	1.0	good	good	good	good	good		False	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	UKHSA, Research and Evaluation	Western Europe
232	OP205072	OP205072	OP205072.1	MPXV_UK_2022_9000066	2022-06-07	Europe	United Kingdom			Homo sapiens	2022-08-11		Groves et al		IIb	hMPXV-1	B.1.2	0.9999949292375094	1.0	609.0	0.0	good	good	good	good	good		False	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	UKHSA, Research and Evaluation	Western Europe
233	OP205087	OP205087	OP205087.1	MPXV_UK_2022_9000099	2022-06-09	Europe	United Kingdom			Homo sapiens	2022-08-11		Groves et al		IIb	hMPXV-1	B.1.2	0.9997160373005288	52.0	608.0	4.0	good	good	good	good	good		False	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	UKHSA, Research and Evaluation	Western Europe
234	OP205073	OP205073	OP205073.1	MPXV_UK_2022_9000067	2022-06-08	Europe	United Kingdom			Homo sapiens	2022-08-11		Groves et al		IIb	hMPXV-1	B.1.2	1.0	0.0	609.0	0.0	good	good	good	good	good		False	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	UKHSA, Research and Evaluation	Western Europe
235	OP205080	OP205080	OP205080.1	MPXV_UK_2022_9000076	2022-06-09	Europe	United Kingdom			Homo sapiens	2022-08-11		Groves et al		IIb	hMPXV-1	B.1.2	0.9999949292375094	1.0	609.0	0.0	good	good	good	good	good		False	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	UKHSA, Research and Evaluation	Western Europe
236	OP415188	OP415188	OP415188.1	MPX_dDDHx_9000207	2022-06-XX	Europe	United Kingdom			Homo sapiens	2022-09-12		Groves et al		IIb	hMPXV-1	B.1.1	0.9999949292375094	1.0	608.0	0.0	good	good	good	good	good	OPG050:64-76	False	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	UKHSA, Research and Evaluation	Western Europe
237	OP205082	OP205082	OP205082.1	MPXV_UK_2022_9000079	2022-06-15	Europe	United Kingdom			Homo sapiens	2022-08-11		Groves et al		IIb	hMPXV-1	B.1.2	0.9744788523850332	5017.0	588.0	0.0	good	good	good	good	good		False	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	UKHSA, Research and Evaluation	Western Europe
238	OP205104	OP205104	OP205104.1	MPXV_UK_2022_9000140	2022-07-06	Europe	United Kingdom			Homo sapiens	2022-08-11		Groves et al		IIb	hMPXV-1	B.1	1.0	0.0	609.0	0.0	good	good	good	good	good		False	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	UKHSA, Research and Evaluation	Western Europe
239	OP415212	OP415212	OP415212.1	MPX_UbfBKN_9000238	2022-07-XX	Europe	United Kingdom			Homo sapiens	2022-09-12		Groves et al		IIb	hMPXV-1	B.1	1.0	0.0	609.0	0.0	good	good	good	good	good		False	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	UKHSA, Research and Evaluation	Western Europe
240	OP390195	OP390195	OP390195.1	hMpxV/UK/LMO-029a/2022	2022-07-07	Europe	United Kingdom	Scotland		Homo sapiens	2022-09-08		McHugh et al		IIb	hMPXV-1	B.1	0.9572686844920872	7710.0	590.0	25.0	mediocre	mediocre	good	good	good		False	McHugh,M.P., Maloney,D., Parker,A., Mathers,K., Dewar,R., Kenicer,J., Cotton,S., Wild,J., Templeton,K.E.	Royal Infirmary of Edinburgh, Viral Genotyping Reference Laboratory	Western Europe
241	OP415198	OP415198	OP415198.1	MPX_2v76E1_9000222	2022-07-XX	Europe	United Kingdom			Homo sapiens	2022-09-12		Groves et al		IIb	hMPXV-1	B.1.7	1.0	0.0	610.0	0.0	good	good	good	good	good		False	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	UKHSA, Research and Evaluation	Western Europe
242	OP205138	OP205138	OP205138.1	MPXV_UK_2022_9000195	2022-07-06	Europe	United Kingdom			Homo sapiens	2022-08-11		Groves et al		IIb	hMPXV-1	B.1.2	1.0	0.0	606.0	0.0	good	good	good	good	good		False	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	UKHSA, Research and Evaluation	Western Europe
